,AT_transversion,AT_transition,GC_transversion,CpG_transversion,GC_transition,CpG_transition,feature
DO51506,0.0,22.22,22.22,11.11,11.11,33.33,Panc-AdenoCA
DO51477,11.11,0.0,0.0,0.0,33.33,55.56,Panc-AdenoCA
DO34793,0.0,5.26,5.26,0.0,21.05,68.42,Panc-AdenoCA
DO51501,0.0,4.76,4.76,0.0,57.14,33.33,Panc-AdenoCA
DO51499,7.14,7.14,0.0,7.14,21.43,57.14,Panc-AdenoCA
DO49193,10.53,5.26,10.53,5.26,21.05,47.37,Panc-AdenoCA
DO35216,0.0,0.0,11.11,0.0,11.11,77.78,Panc-AdenoCA
DO51498,0.0,0.0,7.69,15.38,30.77,46.15,Panc-AdenoCA
DO51515,0.0,6.25,6.25,18.75,31.25,37.5,Panc-AdenoCA
DO51469,4.17,12.5,12.5,8.33,29.17,33.33,Panc-AdenoCA
DO35228,0.0,18.18,0.0,9.09,36.36,36.36,Panc-AdenoCA
DO51504,7.14,7.14,0.0,7.14,21.43,57.14,Panc-AdenoCA
DO33472,0.0,11.11,0.0,0.0,33.33,55.56,Panc-AdenoCA
DO34608,0.0,0.0,40.0,0.0,30.0,30.0,Panc-AdenoCA
DO49172,12.5,0.0,12.5,12.5,0.0,62.5,Panc-AdenoCA
DO34640,11.11,5.56,16.67,0.0,33.33,33.33,Panc-AdenoCA
DO49460,7.69,0.0,15.38,0.0,7.69,69.23,Panc-AdenoCA
DO32878,5.88,11.76,0.0,0.0,11.76,70.59,Panc-AdenoCA
DO51497,0.0,0.0,0.0,0.0,30.0,70.0,Panc-AdenoCA
DO49135,9.09,9.09,0.0,18.18,18.18,45.45,Panc-AdenoCA
DO49074,6.67,0.0,13.33,0.0,20.0,60.0,Panc-AdenoCA
DO33960,5.0,10.0,5.0,0.0,30.0,50.0,Panc-AdenoCA
DO34849,0.0,16.67,0.0,8.33,50.0,25.0,Panc-AdenoCA
DO51486,13.04,13.04,17.39,8.7,30.43,17.39,Panc-AdenoCA
DO34448,6.82,9.09,0.0,4.55,36.36,43.18,Panc-AdenoCA
DO51478,0.0,9.52,9.52,4.76,28.57,47.62,Panc-AdenoCA
DO51494,3.23,3.23,9.68,0.0,54.84,29.03,Panc-AdenoCA
DO35085,0.0,20.0,20.0,0.0,20.0,40.0,Panc-AdenoCA
DO32960,0.0,16.67,0.0,0.0,50.0,33.33,Panc-AdenoCA
DO33200,6.67,13.33,6.67,0.0,33.33,40.0,Panc-AdenoCA
DO51473,0.0,0.0,8.7,4.35,17.39,69.57,Panc-AdenoCA
DO49445,0.0,0.0,5.56,16.67,5.56,72.22,Panc-AdenoCA
DO33480,0.0,0.0,16.67,0.0,16.67,66.67,Panc-AdenoCA
DO33288,3.33,10.0,3.33,0.0,33.33,50.0,Panc-AdenoCA
DO51485,0.0,7.14,7.14,0.0,7.14,78.57,Panc-AdenoCA
DO49439,0.0,10.53,10.53,0.0,21.05,57.89,Panc-AdenoCA
DO221542,0.0,20.0,10.0,10.0,40.0,20.0,Panc-AdenoCA
DO34656,0.0,0.0,12.5,0.0,12.5,75.0,Panc-AdenoCA
DO32837,0.0,33.33,0.0,33.33,33.33,0.0,Panc-AdenoCA
DO221545,15.38,11.54,21.15,3.85,26.92,21.15,Panc-AdenoCA
DO35305,0.0,14.29,0.0,0.0,28.57,57.14,Panc-AdenoCA
DO51523,10.0,5.0,20.0,5.0,35.0,25.0,Panc-AdenoCA
DO51528,6.25,18.75,18.75,0.0,6.25,50.0,Panc-AdenoCA
DO51466,20.0,20.0,0.0,0.0,26.67,33.33,Panc-AdenoCA
DO35114,0.0,20.0,0.0,0.0,80.0,0.0,Panc-AdenoCA
DO51496,3.7,11.11,7.41,0.0,11.11,66.67,Panc-AdenoCA
DO49436,0.0,5.26,0.0,5.26,31.58,57.89,Panc-AdenoCA
DO35424,0.0,15.38,0.0,0.0,15.38,69.23,Panc-AdenoCA
DO51511,0.0,19.23,23.08,0.0,19.23,38.46,Panc-AdenoCA
DO32916,3.33,3.33,0.0,3.33,26.67,63.33,Panc-AdenoCA
DO51509,10.0,10.0,10.0,0.0,40.0,30.0,Panc-AdenoCA
DO35330,0.0,14.29,0.0,28.57,42.86,14.29,Panc-AdenoCA
DO35454,15.79,5.26,0.0,5.26,42.11,31.58,Panc-AdenoCA
DO34600,0.0,0.0,11.11,0.0,11.11,77.78,Panc-AdenoCA
DO33016,20.0,26.67,13.33,0.0,13.33,26.67,Panc-AdenoCA
DO51538,5.56,5.56,5.56,11.11,27.78,44.44,Panc-AdenoCA
DO51533,10.0,10.0,5.0,0.0,15.0,60.0,Panc-AdenoCA
DO51487,0.0,0.0,16.67,0.0,66.67,16.67,Panc-AdenoCA
DO49184,11.11,0.0,0.0,5.56,16.67,66.67,Panc-AdenoCA
DO51548,0.0,15.0,15.0,0.0,15.0,55.0,Panc-AdenoCA
DO221543,0.0,0.0,18.18,9.09,27.27,45.45,Panc-AdenoCA
DO49079,0.0,5.26,10.53,0.0,31.58,52.63,Panc-AdenoCA
DO35128,15.79,5.26,5.26,0.0,21.05,52.63,Panc-AdenoCA
DO51531,0.0,11.11,11.11,11.11,22.22,44.44,Panc-AdenoCA
DO34728,0.0,7.14,7.14,0.0,28.57,57.14,Panc-AdenoCA
DO35136,0.0,20.0,0.0,0.0,10.0,70.0,Panc-AdenoCA
DO34785,10.0,0.0,0.0,0.0,20.0,70.0,Panc-AdenoCA
DO221547,6.9,13.79,20.69,6.9,34.48,17.24,Panc-AdenoCA
DO49451,13.33,0.0,13.33,0.0,20.0,53.33,Panc-AdenoCA
DO33368,7.69,17.95,7.69,2.56,23.08,41.03,Panc-AdenoCA
DO51525,0.0,0.0,20.0,0.0,60.0,20.0,Panc-AdenoCA
DO51480,0.0,21.43,21.43,0.0,7.14,50.0,Panc-AdenoCA
DO51519,0.0,20.0,0.0,0.0,0.0,80.0,Panc-AdenoCA
DO49183,5.26,5.26,10.53,0.0,10.53,68.42,Panc-AdenoCA
DO33184,0.0,7.69,0.0,0.0,30.77,61.54,Panc-AdenoCA
DO221539,0.0,44.44,11.11,0.0,11.11,33.33,Panc-AdenoCA
DO33248,7.69,7.69,0.0,23.08,15.38,46.15,Panc-AdenoCA
DO32875,10.0,10.0,0.0,10.0,20.0,50.0,Panc-AdenoCA
DO32863,0.0,21.43,14.29,0.0,7.14,57.14,Panc-AdenoCA
DO51512,0.0,12.5,12.5,0.0,37.5,37.5,Panc-AdenoCA
DO49080,0.0,4.35,26.09,0.0,21.74,47.83,Panc-AdenoCA
DO51483,13.33,20.0,0.0,6.67,26.67,33.33,Panc-AdenoCA
DO35198,0.0,10.0,0.0,0.0,40.0,50.0,Panc-AdenoCA
DO33408,0.0,0.0,12.5,0.0,25.0,62.5,Panc-AdenoCA
DO49420,0.0,0.0,5.88,0.0,11.76,82.35,Panc-AdenoCA
DO51530,0.0,9.09,31.82,13.64,13.64,31.82,Panc-AdenoCA
DO51502,0.0,20.0,0.0,13.33,20.0,46.67,Panc-AdenoCA
DO49204,0.0,8.33,0.0,16.67,33.33,41.67,Panc-AdenoCA
DO34312,11.11,0.0,11.11,0.0,33.33,44.44,Panc-AdenoCA
DO33544,8.0,0.0,4.0,4.0,24.0,60.0,Panc-AdenoCA
DO35186,0.0,3.03,0.0,0.0,15.15,81.82,Panc-AdenoCA
DO49178,0.0,0.0,11.11,0.0,44.44,44.44,Panc-AdenoCA
DO35132,11.11,11.11,0.0,0.0,11.11,66.67,Panc-AdenoCA
DO35406,18.18,0.0,0.0,0.0,18.18,63.64,Panc-AdenoCA
DO49463,0.0,13.79,3.45,3.45,34.48,44.83,Panc-AdenoCA
DO51503,0.0,0.0,10.0,0.0,30.0,60.0,Panc-AdenoCA
DO50332,3.12,15.62,14.06,1.56,25.0,40.62,Eso-AdenoCA
DO50309,0.0,7.69,23.08,3.85,38.46,26.92,Eso-AdenoCA
DO50328,18.18,14.55,3.64,1.82,27.27,34.55,Eso-AdenoCA
DO50357,10.81,16.22,13.51,8.11,16.22,35.14,Eso-AdenoCA
DO50356,,,,,,,Eso-AdenoCA
DO50411,35.0,33.33,6.67,1.67,15.0,8.33,Eso-AdenoCA
DO50341,10.64,19.15,19.15,4.26,19.15,27.66,Eso-AdenoCA
DO50336,5.71,11.43,2.86,2.86,20.0,57.14,Eso-AdenoCA
DO50445,2.94,11.76,5.88,0.0,20.59,58.82,Eso-AdenoCA
DO50390,5.71,14.29,14.29,2.86,37.14,25.71,Eso-AdenoCA
DO50405,12.5,37.5,12.5,0.0,25.0,12.5,Eso-AdenoCA
DO50442,19.35,25.81,4.84,6.45,16.13,27.42,Eso-AdenoCA
DO50350,11.76,11.76,5.88,0.0,35.29,35.29,Eso-AdenoCA
DO50342,16.46,12.66,21.52,2.53,21.52,25.32,Eso-AdenoCA
DO50343,5.88,11.76,5.88,3.92,31.37,41.18,Eso-AdenoCA
DO50439,9.3,25.58,16.28,2.33,25.58,20.93,Eso-AdenoCA
DO50315,5.66,16.98,9.43,3.77,28.3,35.85,Eso-AdenoCA
DO50402,0.0,20.0,20.0,0.0,40.0,20.0,Eso-AdenoCA
DO50316,7.02,17.54,7.02,5.26,19.3,43.86,Eso-AdenoCA
DO50331,4.35,6.52,6.52,2.17,17.39,63.04,Eso-AdenoCA
DO50436,4.0,16.0,4.0,0.0,32.0,44.0,Eso-AdenoCA
DO50437,18.18,11.36,9.09,4.55,18.18,38.64,Eso-AdenoCA
DO50349,0.0,12.5,6.25,0.0,25.0,56.25,Eso-AdenoCA
DO50395,0.0,0.0,0.0,0.0,75.0,25.0,Eso-AdenoCA
DO50392,8.0,12.0,4.0,4.0,36.0,36.0,Eso-AdenoCA
DO50374,1.35,13.51,10.81,4.05,21.62,48.65,Eso-AdenoCA
DO10839,4.26,10.64,14.89,4.26,25.53,40.43,Eso-AdenoCA
DO50372,0.0,7.32,9.76,0.0,31.71,51.22,Eso-AdenoCA
DO50355,8.16,24.49,2.04,0.0,32.65,32.65,Eso-AdenoCA
DO50447,15.22,23.91,4.35,0.0,21.74,34.78,Eso-AdenoCA
DO50320,8.0,18.0,0.0,0.0,30.0,44.0,Eso-AdenoCA
DO50314,2.17,10.87,10.87,2.17,26.09,47.83,Eso-AdenoCA
DO50412,0.0,5.56,8.33,11.11,36.11,38.89,Eso-AdenoCA
DO50444,3.92,13.73,17.65,1.96,17.65,45.1,Eso-AdenoCA
DO50407,12.24,14.29,22.45,0.0,36.73,14.29,Eso-AdenoCA
DO50449,6.38,12.77,10.64,6.38,17.02,46.81,Eso-AdenoCA
DO50450,30.97,30.09,10.62,0.88,17.7,9.73,Eso-AdenoCA
DO50323,10.48,16.13,20.16,3.23,25.81,24.19,Eso-AdenoCA
DO50330,4.55,4.55,13.64,4.55,36.36,36.36,Eso-AdenoCA
DO50362,5.88,21.57,1.96,1.96,19.61,49.02,Eso-AdenoCA
DO50319,14.29,31.75,3.17,1.59,25.4,23.81,Eso-AdenoCA
DO50443,7.69,7.69,23.08,0.0,30.77,30.77,Eso-AdenoCA
DO50354,0.0,10.53,10.53,5.26,31.58,42.11,Eso-AdenoCA
DO50381,0.0,3.7,18.52,0.0,11.11,66.67,Eso-AdenoCA
DO50385,6.12,22.45,6.12,6.12,14.29,44.9,Eso-AdenoCA
DO50446,6.06,3.03,18.18,0.0,27.27,45.45,Eso-AdenoCA
DO10858,19.05,20.24,7.14,0.0,26.19,27.38,Eso-AdenoCA
DO50365,12.5,5.0,17.5,0.0,22.5,42.5,Eso-AdenoCA
DO50398,7.25,17.39,7.25,4.35,23.19,40.58,Eso-AdenoCA
DO50364,7.89,15.79,26.32,0.0,21.05,28.95,Eso-AdenoCA
DO50345,15.09,28.3,7.55,1.89,18.87,28.3,Eso-AdenoCA
DO50338,15.0,15.0,12.5,2.5,20.0,35.0,Eso-AdenoCA
DO50403,19.61,25.49,7.84,0.0,29.41,17.65,Eso-AdenoCA
DO50307,4.76,26.19,4.76,2.38,23.81,38.1,Eso-AdenoCA
DO50318,2.94,2.94,2.94,8.82,32.35,50.0,Eso-AdenoCA
DO50440,2.04,22.45,6.12,2.04,28.57,38.78,Eso-AdenoCA
DO50396,7.41,18.52,7.41,7.41,29.63,29.63,Eso-AdenoCA
DO10844,0.0,5.26,5.26,0.0,52.63,36.84,Eso-AdenoCA
DO50410,5.13,15.38,0.0,12.82,33.33,33.33,Eso-AdenoCA
DO50448,10.81,5.41,8.11,13.51,24.32,37.84,Eso-AdenoCA
DO50326,14.67,12.0,9.33,1.33,28.0,34.67,Eso-AdenoCA
DO50367,5.26,5.26,10.53,5.26,52.63,21.05,Eso-AdenoCA
DO50387,2.2,6.59,10.99,2.2,32.97,45.05,Eso-AdenoCA
DO50306,12.96,11.11,5.56,0.0,22.22,48.15,Eso-AdenoCA
DO50452,22.61,34.78,2.61,1.74,20.0,18.26,Eso-AdenoCA
DO50340,6.45,12.9,16.13,0.0,16.13,48.39,Eso-AdenoCA
DO50382,0.0,2.04,10.2,2.04,26.53,59.18,Eso-AdenoCA
DO50311,1.69,5.08,3.39,1.69,18.64,69.49,Eso-AdenoCA
DO50346,12.9,11.83,4.3,3.23,21.51,46.24,Eso-AdenoCA
DO50339,24.68,20.78,6.49,2.6,31.17,14.29,Eso-AdenoCA
DO50383,3.45,3.45,13.79,0.0,20.69,58.62,Eso-AdenoCA
DO50393,4.26,21.28,10.64,4.26,36.17,23.4,Eso-AdenoCA
DO10843,10.0,3.33,6.67,0.0,60.0,20.0,Eso-AdenoCA
DO10841,0.0,12.5,6.25,0.0,18.75,62.5,Eso-AdenoCA
DO50370,0.0,5.0,5.0,0.0,25.0,65.0,Eso-AdenoCA
DO50406,20.86,17.99,11.51,6.47,14.39,28.78,Eso-AdenoCA
DO50401,4.84,6.45,9.68,1.61,24.19,53.23,Eso-AdenoCA
DO10840,2.82,7.04,15.49,2.82,22.54,49.3,Eso-AdenoCA
DO50327,3.57,14.29,3.57,7.14,50.0,21.43,Eso-AdenoCA
DO50438,5.56,36.11,8.33,0.0,8.33,41.67,Eso-AdenoCA
DO50451,4.35,13.04,8.7,0.0,17.39,56.52,Eso-AdenoCA
DO50435,5.41,18.92,5.41,0.0,13.51,56.76,Eso-AdenoCA
DO50384,12.26,10.38,9.43,2.83,20.75,44.34,Eso-AdenoCA
DO50325,3.33,20.0,10.0,3.33,30.0,33.33,Eso-AdenoCA
DO50399,7.89,15.79,0.0,2.63,23.68,50.0,Eso-AdenoCA
DO50321,9.68,16.13,3.23,3.23,19.35,48.39,Eso-AdenoCA
DO50454,3.23,3.23,7.53,4.3,35.48,46.24,Eso-AdenoCA
DO50329,13.51,5.41,13.51,0.0,16.22,51.35,Eso-AdenoCA
DO50408,5.17,6.9,12.07,5.17,32.76,37.93,Eso-AdenoCA
DO50434,6.06,9.09,3.03,6.06,42.42,33.33,Eso-AdenoCA
DO50388,2.63,17.11,5.26,2.63,35.53,36.84,Eso-AdenoCA
DO50453,6.98,11.63,9.3,2.33,27.91,41.86,Eso-AdenoCA
DO50441,10.67,8.0,10.67,2.67,17.33,50.67,Eso-AdenoCA
DO50409,4.76,4.76,14.29,0.0,28.57,47.62,Eso-AdenoCA
DO50389,10.42,20.83,4.17,2.08,14.58,47.92,Eso-AdenoCA
DO50348,7.94,7.94,12.7,1.59,25.4,44.44,Eso-AdenoCA
DO50337,2.38,9.52,2.38,2.38,35.71,47.62,Eso-AdenoCA
DO14686,0.0,0.0,25.0,0.0,37.5,37.5,Head-SCC
DO14814,6.06,3.03,9.09,3.03,60.61,18.18,Head-SCC
DO14204,0.0,25.0,12.5,0.0,31.25,31.25,Head-SCC
DO218075,20.0,13.33,13.33,6.67,40.0,6.67,Head-SCC
DO14742,3.23,3.23,16.13,0.0,41.94,35.48,Head-SCC
DO15398,5.13,7.69,28.21,5.13,35.9,17.95,Head-SCC
DO14718,3.57,17.86,7.14,0.0,39.29,32.14,Head-SCC
DO15527,0.0,12.82,7.69,0.0,28.21,51.28,Head-SCC
DO217950,0.0,12.5,15.0,5.0,37.5,30.0,Head-SCC
DO218697,3.85,3.85,19.23,5.77,42.31,25.0,Head-SCC
DO14862,6.67,6.67,20.0,6.67,26.67,33.33,Head-SCC
DO15791,0.0,4.31,22.41,2.59,50.0,20.69,Head-SCC
DO16015,0.0,11.11,11.11,0.0,22.22,55.56,Head-SCC
DO218012,12.5,37.5,0.0,0.0,37.5,12.5,Head-SCC
DO14250,10.49,9.09,27.97,13.99,26.57,11.89,Head-SCC
DO218034,0.0,0.0,100.0,0.0,0.0,0.0,Head-SCC
DO14678,0.0,0.0,16.92,4.62,47.69,30.77,Head-SCC
DO15815,9.52,7.94,19.05,7.94,39.68,15.87,Head-SCC
DO15870,1.4,0.0,34.97,1.4,50.35,11.89,Head-SCC
DO14614,0.0,21.05,21.05,15.79,21.05,21.05,Head-SCC
DO14282,5.0,15.0,5.0,5.0,45.0,25.0,Head-SCC
DO15943,5.56,0.0,22.22,0.0,27.78,44.44,Head-SCC
DO218554,0.0,0.0,20.0,0.0,45.0,35.0,Head-SCC
DO15014,6.9,6.9,3.45,3.45,34.48,44.83,Head-SCC
DO14264,0.0,0.0,0.0,0.0,34.48,65.52,Head-SCC
DO14232,2.94,17.65,8.82,5.88,29.41,35.29,Head-SCC
DO14420,0.0,4.17,18.75,2.08,41.67,33.33,Head-SCC
DO15110,5.56,5.56,0.0,11.11,38.89,38.89,Head-SCC
DO218180,0.0,10.34,10.34,10.34,13.79,55.17,Head-SCC
DO14343,9.78,8.7,21.74,10.87,33.7,15.22,Head-SCC
DO218462,0.0,16.67,0.0,0.0,50.0,33.33,Head-SCC
DO15022,5.56,11.11,16.67,5.56,50.0,11.11,Head-SCC
DO14192,7.02,7.02,14.04,1.75,45.61,24.56,Head-SCC
DO14238,0.0,4.0,36.0,0.0,28.0,32.0,Head-SCC
DO15430,0.0,9.09,12.73,3.64,49.09,25.45,Head-SCC
DO52029,18.18,0.0,9.09,9.09,18.18,45.45,Head-SCC
DO14171,0.0,3.85,11.54,0.0,50.0,34.62,Head-SCC
DO218211,0.0,12.5,6.25,0.0,62.5,18.75,Head-SCC
DO14582,0.0,21.43,21.43,0.0,28.57,28.57,Head-SCC
DO15198,,,,,,,Head-SCC
DO14750,0.0,17.39,21.74,0.0,47.83,13.04,Head-SCC
DO14236,5.41,5.41,10.81,10.81,40.54,27.03,Head-SCC
DO218773,10.0,5.0,0.0,10.0,20.0,55.0,Head-SCC
DO15414,5.77,7.69,25.0,3.85,36.54,21.15,Head-SCC
DO15911,3.7,7.41,22.22,0.0,25.93,40.74,Head-SCC
DO14242,0.0,17.65,17.65,0.0,23.53,41.18,Head-SCC
DO15591,4.88,4.88,14.63,2.44,36.59,36.59,Head-SCC
DO14566,1.05,0.52,21.47,2.09,62.3,12.57,Head-SCC
DO14502,8.54,15.85,21.95,20.73,21.95,10.98,Head-SCC
DO218306,1.64,1.64,6.56,3.28,47.54,39.34,Head-SCC
DO15046,1.43,10.0,14.29,8.57,55.71,10.0,Head-SCC
DO14942,15.79,0.0,5.26,0.0,36.84,42.11,Head-SCC
DO14296,0.0,10.26,10.26,5.13,51.28,23.08,Head-SCC
DO218280,1.39,0.0,18.06,2.78,56.94,20.83,Head-SCC
DO217836,3.03,6.06,18.18,3.03,30.3,39.39,Head-SCC
DO15503,25.0,0.0,0.0,0.0,50.0,25.0,Head-SCC
DO35619,0.0,0.0,0.0,0.0,50.0,50.0,CNS-Medullo
DO35542,0.0,22.22,11.11,0.0,44.44,22.22,CNS-Medullo
DO35564,0.0,0.0,0.0,0.0,66.67,33.33,CNS-Medullo
DO48943,33.33,33.33,0.0,0.0,33.33,0.0,CNS-Medullo
DO35753,16.67,0.0,0.0,0.0,33.33,50.0,CNS-Medullo
DO48917,0.0,0.0,16.67,0.0,16.67,66.67,CNS-Medullo
DO35558,0.0,14.29,0.0,0.0,14.29,71.43,CNS-Medullo
DO48892,0.0,25.0,25.0,0.0,0.0,50.0,CNS-Medullo
DO35622,0.0,0.0,0.0,0.0,100.0,0.0,CNS-Medullo
DO35624,0.0,25.0,25.0,0.0,25.0,25.0,CNS-Medullo
DO48969,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35668,,,,,,,CNS-Medullo
DO48951,0.0,0.0,50.0,0.0,0.0,50.0,CNS-Medullo
DO35552,0.0,40.0,20.0,0.0,0.0,40.0,CNS-Medullo
DO35627,100.0,0.0,0.0,0.0,0.0,0.0,CNS-Medullo
DO48968,0.0,33.33,0.0,0.0,33.33,33.33,CNS-Medullo
DO35573,0.0,20.0,60.0,0.0,0.0,20.0,CNS-Medullo
DO48932,0.0,50.0,50.0,0.0,0.0,0.0,CNS-Medullo
DO48974,0.0,0.0,0.0,0.0,100.0,0.0,CNS-Medullo
DO48890,0.0,0.0,0.0,0.0,40.0,60.0,CNS-Medullo
DO35586,0.0,33.33,0.0,0.0,66.67,0.0,CNS-Medullo
DO48936,0.0,0.0,0.0,0.0,50.0,50.0,CNS-Medullo
DO48967,0.0,0.0,0.0,0.0,100.0,0.0,CNS-Medullo
DO35617,25.0,0.0,0.0,25.0,0.0,50.0,CNS-Medullo
DO48889,0.0,0.0,0.0,0.0,14.29,85.71,CNS-Medullo
DO35721,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO48934,,,,,,,CNS-Medullo
DO35574,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35541,0.0,0.0,100.0,0.0,0.0,0.0,CNS-Medullo
DO48937,25.0,25.0,0.0,0.0,25.0,25.0,CNS-Medullo
DO48911,0.0,0.0,20.0,0.0,20.0,60.0,CNS-Medullo
DO35569,0.0,0.0,33.33,0.0,33.33,33.33,CNS-Medullo
DO48935,0.0,50.0,0.0,0.0,0.0,50.0,CNS-Medullo
DO48891,0.0,15.38,0.0,15.38,23.08,46.15,CNS-Medullo
DO35543,0.0,100.0,0.0,0.0,0.0,0.0,CNS-Medullo
DO35733,0.0,0.0,33.33,0.0,0.0,66.67,CNS-Medullo
DO35618,0.0,0.0,0.0,100.0,0.0,0.0,CNS-Medullo
DO48946,0.0,25.0,0.0,0.0,25.0,50.0,CNS-Medullo
DO35704,0.0,0.0,50.0,0.0,0.0,50.0,CNS-Medullo
DO48906,0.0,7.69,7.69,15.38,38.46,30.77,CNS-Medullo
DO48948,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35559,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35551,,,,,,,CNS-Medullo
DO48896,0.0,0.0,0.0,16.67,33.33,50.0,CNS-Medullo
DO35539,,,,,,,CNS-Medullo
DO35538,0.0,0.0,33.33,0.0,0.0,66.67,CNS-Medullo
DO48930,0.0,0.0,33.33,0.0,0.0,66.67,CNS-Medullo
DO35616,0.0,25.0,0.0,25.0,25.0,25.0,CNS-Medullo
DO35755,,,,,,,CNS-Medullo
DO35611,0.0,0.0,33.33,33.33,16.67,16.67,CNS-Medullo
DO48940,0.0,0.0,0.0,0.0,66.67,33.33,CNS-Medullo
DO48966,0.0,16.67,16.67,0.0,16.67,50.0,CNS-Medullo
DO35585,0.0,0.0,33.33,0.0,16.67,50.0,CNS-Medullo
DO35582,0.0,50.0,0.0,0.0,50.0,0.0,CNS-Medullo
DO35625,0.0,25.0,0.0,0.0,25.0,50.0,CNS-Medullo
DO35621,0.0,0.0,16.67,16.67,33.33,33.33,CNS-Medullo
DO35725,0.0,25.0,0.0,0.0,25.0,50.0,CNS-Medullo
DO48912,0.0,0.0,0.0,0.0,22.22,77.78,CNS-Medullo
DO48919,0.0,0.0,10.0,10.0,10.0,70.0,CNS-Medullo
DO35554,0.0,25.0,0.0,0.0,50.0,25.0,CNS-Medullo
DO48899,0.0,0.0,0.0,16.67,33.33,50.0,CNS-Medullo
DO48973,0.0,25.0,0.0,0.0,0.0,75.0,CNS-Medullo
DO35613,0.0,25.0,25.0,25.0,25.0,0.0,CNS-Medullo
DO35747,,,,,,,CNS-Medullo
DO48961,0.0,0.0,50.0,0.0,50.0,0.0,CNS-Medullo
DO48929,0.0,0.0,0.0,0.0,50.0,50.0,CNS-Medullo
DO48918,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35847,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO48964,0.0,0.0,20.0,0.0,20.0,60.0,CNS-Medullo
DO48939,0.0,0.0,20.0,0.0,60.0,20.0,CNS-Medullo
DO35626,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35545,0.0,0.0,0.0,33.33,0.0,66.67,CNS-Medullo
DO35576,,,,,,,CNS-Medullo
DO35544,0.0,50.0,0.0,0.0,0.0,50.0,CNS-Medullo
DO35737,0.0,0.0,0.0,33.33,0.0,66.67,CNS-Medullo
DO48938,0.0,11.11,0.0,22.22,11.11,55.56,CNS-Medullo
DO35857,0.0,0.0,20.0,0.0,40.0,40.0,CNS-Medullo
DO48959,0.0,0.0,0.0,0.0,40.0,60.0,CNS-Medullo
DO48902,0.0,10.0,10.0,10.0,10.0,60.0,CNS-Medullo
DO35739,0.0,50.0,0.0,0.0,25.0,25.0,CNS-Medullo
DO48925,0.0,0.0,0.0,0.0,33.33,66.67,CNS-Medullo
DO35841,0.0,20.0,0.0,0.0,60.0,20.0,CNS-Medullo
DO48950,0.0,100.0,0.0,0.0,0.0,0.0,CNS-Medullo
DO48900,0.0,0.0,10.0,0.0,10.0,80.0,CNS-Medullo
DO48914,0.0,10.0,10.0,0.0,40.0,40.0,CNS-Medullo
DO48898,0.0,10.0,10.0,20.0,40.0,20.0,CNS-Medullo
DO48909,0.0,12.5,0.0,12.5,12.5,62.5,CNS-Medullo
DO48895,0.0,16.67,16.67,0.0,33.33,33.33,CNS-Medullo
DO35757,0.0,100.0,0.0,0.0,0.0,0.0,CNS-Medullo
DO35566,,,,,,,CNS-Medullo
DO35556,0.0,100.0,0.0,0.0,0.0,0.0,CNS-Medullo
DO35612,0.0,33.33,0.0,0.0,0.0,66.67,CNS-Medullo
DO48941,0.0,100.0,0.0,0.0,0.0,0.0,CNS-Medullo
DO48952,0.0,100.0,0.0,0.0,0.0,0.0,CNS-Medullo
DO48888,0.0,0.0,0.0,0.0,10.0,90.0,CNS-Medullo
DO35628,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO48949,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35654,0.0,18.75,12.5,12.5,6.25,50.0,CNS-Medullo
DO35581,33.33,0.0,33.33,0.0,33.33,0.0,CNS-Medullo
DO48904,0.0,0.0,11.11,0.0,44.44,44.44,CNS-Medullo
DO48955,0.0,0.0,25.0,25.0,0.0,50.0,CNS-Medullo
DO48920,16.67,16.67,16.67,0.0,50.0,0.0,CNS-Medullo
DO48958,16.67,0.0,16.67,0.0,50.0,16.67,CNS-Medullo
DO35571,10.0,20.0,20.0,0.0,30.0,20.0,CNS-Medullo
DO35555,0.0,0.0,0.0,0.0,33.33,66.67,CNS-Medullo
DO48924,0.0,0.0,100.0,0.0,0.0,0.0,CNS-Medullo
DO48893,7.14,7.14,0.0,7.14,21.43,57.14,CNS-Medullo
DO48945,11.11,11.11,0.0,0.0,11.11,66.67,CNS-Medullo
DO35572,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35550,0.0,33.33,0.0,0.0,66.67,0.0,CNS-Medullo
DO35620,,,,,,,CNS-Medullo
DO48905,0.0,20.0,0.0,0.0,20.0,60.0,CNS-Medullo
DO48944,0.0,16.67,0.0,16.67,16.67,50.0,CNS-Medullo
DO48957,0.0,0.0,0.0,0.0,0.0,100.0,CNS-Medullo
DO35540,20.0,20.0,20.0,0.0,0.0,40.0,CNS-Medullo
DO35741,0.0,25.0,0.0,0.0,0.0,75.0,CNS-Medullo
